id,survey_year,lon,lat,capacity_group,denomination,accepted_gender
ZH33,1933,8.5402379,47.6114723,20 - 49,protestant,mixed
ZH34,1933,8.7070691,47.2053892,not specified,not specified,mixed
ZH35,1933,8.644027,47.1932312,not specified,not specified,mixed
ZH36,1933,8.4657088,47.5283265,not specified,not specified,mixed
ZH37,1933,8.7351356,47.2392343,not specified,not specified,mixed
ZH37,1940,8.7351356,47.2392343,20 - 49,protestant,female
ZH38,1933,8.6718189,47.2296871,not specified,not specified,mixed
ZH39,1933,9.4904334,47.4157934,not specified,not specified,mixed
ZH40,1933,8.801356,47.3270602,not specified,not specified,mixed
ZH41,1933,8.541694,47.3768866,20 - 49,interdenominational,male
ZH41,1940,8.541694,47.3768866,20 - 49,interdenominational,male
ZH42,1933,8.7070691,47.2053892,50 - 99,catholic,female
ZH42,1940,8.7070691,47.2053892,50 - 99,catholic,female
ZH42,1954,8.7070691,47.2053892,not specified,catholic,female
ZH42,1965,8.7070691,47.2053892,20 - 49,catholic,female
ZH43,1940,8.7866772,47.3661671,20 - 49,interdenominational,female
ZH43,1954,8.7866772,47.3661671,20 - 49,interdenominational,female
ZH43,1965,8.7866772,47.3661671,20 - 49,interdenominational,female
ZH44,1933,8.4628831,47.2437032,50 - 99,interdenominational,male
ZH44,1940,8.4628831,47.2437032,50 - 99,interdenominational,male
ZH44,1954,8.4842175,47.2259678,50 - 99,interdenominational,male
ZH44,1965,8.4842175,47.2259678,50 - 99,interdenominational,male
ZH45,1933,8.4535044,47.4824169,20 - 49,interdenominational,male
ZH45,1940,8.4535044,47.4824169,20 - 49,interdenominational,male
ZH45,1954,8.4535044,47.4824169,20 - 49,interdenominational,mixed
ZH45,1965,8.4535044,47.4824169,20 - 49,interdenominational,male
ZH46,1933,8.5419603,47.5160671,20 - 49,interdenominational,female
ZH46,1940,8.5419603,47.5160671,20 - 49,interdenominational,female
ZH46,1954,8.5419603,47.5160671,20 - 49,interdenominational,female
ZH46,1965,8.5419603,47.5160671,20 - 49,interdenominational,female
ZH47,1933,8.7351356,47.2392343,20 - 49,protestant,female
ZH48,1933,8.541694,47.3768866,20 - 49,interdenominational,mixed
ZH48,1940,8.541694,47.3768866,20 - 49,interdenominational,mixed
ZH49,1933,8.541694,47.3768866,20 - 49,protestant,female
ZH49,1940,8.541694,47.3768866,20 - 49,protestant,female
ZH49,1954,8.541694,47.3768866,20 - 49,protestant,female
ZH49,1965,8.541694,47.3768866,20 - 49,protestant,female
ZH50,1940,8.541694,47.3768866,20 - 49,interdenominational,female
ZH50,1954,8.541694,47.3768866,20 - 49,interdenominational,female
ZH50,1965,8.541694,47.3768866,0 - 19,interdenominational,female
ZH51,1940,8.541694,47.3768866,0 - 19,not specified,female
ZH51,1933,8.541694,47.3768866,0 - 19,not specified,female
ZH52,1933,8.541694,47.3768866,20 - 49,protestant,female
ZH52,1940,8.541694,47.3768866,20 - 49,protestant,female
ZH53,1933,8.541694,47.3768866,20 - 49,protestant,female
ZH54,1965,8.8191356,47.2682174,20 - 49,protestant,male
ZH55,1933,8.5452125,47.3220092,200 or more,protestant,mixed
ZH56,1940,8.5194782,47.4766643,20 - 49,protestant,female
ZH57,1965,8.6778198,47.4730927,20 - 49,protestant,mixed
ZH58,1965,8.58025,47.53618,20 - 49,protestant,mixed
ZH59,1965,8.448795,47.3982611,20 - 49,protestant,male
ZH60,1965,8.541694,47.3768866,50 - 99,interdenominational,male
